,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
6403,3330515,1,4,2,3,2
6404,3330590,2,1,0,1,0
6405,3330819,2,1,0,1,0
6406,3330854,2,1,1,4,0
6407,3330876,2,1,1,3,1
6408,3330879,2,3,0,9,0
6409,3330956,2,2,2,3,0
6410,3330962,2,1,1,2,1
6411,3330996,2,1,0,1,0
6412,3330999,1,2,2,9,2
6413,3331038,2,4,2,2,0
6414,3331044,2,2,2,2,0
6415,3331087,2,2,2,1,0
6416,3331116,2,1,0,1,0
6417,3331153,2,2,2,9,0
6418,3331217,1,4,2,4,2
6419,3331244,2,2,0,1,0
6420,3331286,1,5,3,1,3
6421,3331304,2,1,1,9,1
6422,3331321,2,4,2,2,1
6423,3331413,1,2,2,4,2
6424,3331503,1,5,3,3,3
6425,3331574,2,3,2,4,1
6426,3331636,2,1,1,9,1
6427,3331652,2,5,1,1,1
6428,3331657,2,1,0,1,0
6429,3331708,1,2,1,1,1
6430,3331712,1,2,2,9,2
6431,3331746,2,1,0,4,0
6432,3331758,1,2,2,9,2
6433,3331805,2,1,1,2,1
6434,3331837,1,5,0,1,0
6435,3331846,2,1,1,4,1
6436,3331849,1,1,1,2,1
6437,3331871,2,2,0,9,0
6438,3331904,1,3,2,4,3
6439,3331923,2,1,1,3,0
6440,3331934,1,1,1,9,1
6441,3331950,2,3,1,1,0
6442,3331955,2,1,1,2,1
6443,3332039,1,1,1,1,1
6444,3332067,2,2,2,3,0
6445,3332091,2,1,0,1,0
6446,3332127,1,5,2,4,2
6447,3332136,1,1,1,1,2
6448,3332167,2,2,1,2,1
6449,3332200,1,2,2,4,2
6450,3332325,1,3,0,1,0
6451,3332327,2,1,1,1,1
6452,3332352,2,4,1,2,1
6453,3332366,1,5,2,4,2
6454,3332395,2,1,0,2,0
6455,3332401,2,1,0,3,0
6456,3332416,2,1,1,1,1
6457,3332475,2,1,0,1,0
6458,3332555,2,2,2,3,2
6459,3332603,2,2,0,1,0
6460,3332638,2,1,1,2,1
6461,3332659,2,2,1,1,1
6462,3332855,2,1,1,1,0
6463,3332888,1,1,1,2,1
6464,3332906,2,1,1,3,0
6465,3332990,2,1,1,1,0
6466,3333063,1,2,2,4,3
6467,3333118,2,3,1,2,1
6468,3333124,2,3,0,1,0
6469,3333138,2,1,1,4,2
6470,3333158,2,2,0,1,0
6471,3333203,2,1,1,4,1
6472,3333220,2,4,2,1,2
6473,3333234,2,1,0,1,0
6474,3333270,2,3,3,4,1
6475,3333295,2,1,0,1,0
6476,3333300,2,2,1,9,0
6477,3333327,1,3,3,4,2
6478,3333364,2,2,2,4,1
6479,3333376,1,4,2,4,3
6480,3333385,2,3,2,4,1
6481,3333412,1,2,2,1,1
6482,3333473,1,2,1,2,0
6483,3333573,1,4,2,1,0
6484,3333605,2,4,2,2,2
6485,3333647,1,1,0,1,0
6486,3333674,1,4,3,4,3
6487,3333686,1,2,2,4,3
6488,3333689,2,5,1,1,0
6489,3333721,2,2,1,1,0
6490,3333736,1,2,2,4,2
6491,3333759,1,2,2,2,2
6492,3333863,2,4,0,1,0
6493,3333917,1,6,2,4,2
6494,3333940,2,2,0,1,0
6495,3333950,2,2,0,1,0
6496,3333971,2,2,2,4,1
6497,3334005,2,2,1,4,1
6498,3334006,2,3,2,2,0
6499,3334043,1,4,2,2,2
6500,3334047,1,4,1,4,1
6501,3334065,1,2,2,3,2
6502,3334086,2,1,0,1,0
6503,3334133,2,1,0,1,0
6504,3334134,2,1,0,1,0
6505,3334140,2,3,0,2,0
6506,3334189,2,4,2,1,0
6507,3334284,2,1,0,1,0
6508,3334348,1,2,2,2,1
6509,3334374,2,1,1,2,1
6510,3334438,2,1,1,1,1
6511,3334454,3,1,1,2,1
6512,3334465,2,4,0,3,0
6513,3334475,2,2,1,1,0
6514,3334489,2,3,1,1,0
6515,3334498,2,1,0,1,0
6516,3334509,2,5,0,1,0
6517,3334551,1,2,1,3,0
6518,3334588,1,4,2,2,3
6519,3334647,1,3,1,4,1
6520,3334659,2,1,1,1,0
6521,3334754,2,2,2,3,1
6522,3334778,2,1,1,1,1
6523,3334824,1,4,2,4,2
6524,3334892,2,2,2,1,0
6525,3334949,2,2,1,2,1
6526,3334979,2,5,1,2,1
6527,3334989,1,2,2,2,1
6528,3335025,2,1,1,1,1
6529,3335041,2,5,0,1,0
6530,3335060,2,2,2,4,1
6531,3335067,2,3,2,3,1
6532,3335090,2,2,0,1,0
6533,3335134,2,2,0,1,1
6534,3335183,2,1,0,1,0
6535,3335186,2,1,0,1,0
6536,3335244,1,1,1,4,3
6537,3335290,2,9,2,2,1
6538,3335329,2,1,1,2,0
6539,3335368,2,1,0,1,0
6540,3335382,1,1,1,3,0
6541,3335391,1,3,3,3,1
6542,3335406,2,1,1,2,1
6543,3335493,2,3,1,2,1
6544,3335495,1,2,2,2,3
6545,3335503,1,2,2,2,2
6546,3335521,1,2,2,2,2
6547,3335534,1,2,2,2,2
6548,3335545,2,2,1,2,0
6549,3335599,2,1,1,1,0
6550,3335661,2,2,2,3,0
6551,3335665,2,2,1,1,1
6552,3335692,1,2,2,4,1
6553,3335746,1,2,2,4,2
6554,3335805,2,2,2,2,2
6555,3335841,1,2,2,3,2
6556,3335845,2,2,2,1,0
6557,3336056,2,2,0,1,0
6558,3336122,2,2,0,2,0
6559,3336170,1,1,1,4,1
6560,3336172,1,2,2,9,2
6561,3336213,1,2,2,4,3
6562,3336227,2,1,0,1,0
6563,3336267,2,2,2,3,1
6564,3336273,2,2,1,2,1
6565,3336281,2,2,1,2,0
6566,3336312,2,1,0,1,0
6567,3336367,2,2,2,2,0
6568,3336435,1,2,1,4,1
6569,3336454,2,1,1,2,0
6570,3336487,2,3,1,1,1
6571,3336509,1,1,1,4,1
6572,3336575,2,2,1,2,0
6573,3336613,1,4,2,2,2
6574,3336670,2,1,1,2,0
6575,3336792,2,2,2,9,2
6576,3336810,1,1,1,9,1
6577,3336812,2,3,3,4,2
6578,3336822,1,3,1,2,1
6579,3336914,2,1,0,1,0
6580,3336985,2,4,0,9,0
6581,3337009,2,2,0,1,0
6582,3337022,1,1,1,4,1
6583,3337178,2,1,0,1,0
6584,3337209,2,3,3,9,2
6585,3337264,1,2,0,1,0
6586,3337351,1,2,0,4,0
6587,3337358,2,1,1,2,0
6588,3337359,2,1,1,4,1
6589,3337368,1,6,2,2,1
6590,3337450,1,1,1,2,1
6591,3337451,1,1,1,1,1
6592,3337469,2,1,0,3,0
6593,3337496,2,1,1,2,1
6594,3337542,2,2,2,2,2
6595,3337563,1,2,2,2,2
6596,3337592,2,1,1,1,0
6597,3337596,2,1,1,4,0
6598,3337609,1,5,4,4,3
6599,3337713,1,1,1,2,1
6600,3337736,1,1,1,3,2
6601,3337740,1,3,3,4,2
6602,3337745,2,1,1,2,0
6603,3337764,2,1,1,1,0
6604,3337810,2,3,0,1,0
6605,3337947,1,1,1,2,1
6606,3337975,2,1,1,2,1
6607,3337993,1,4,2,3,2
6608,3338096,1,2,2,2,0
6609,3338125,1,2,2,3,1
6610,3338193,1,6,0,2,0
6611,3338206,1,2,2,4,1
6612,3338215,2,1,1,2,0
6613,3338243,2,1,0,3,0
6614,3338276,1,4,1,4,1
6615,3338282,1,4,3,2,3
6616,3338305,1,3,2,4,3
6617,3338311,1,2,2,4,3
6618,3338333,2,1,1,9,1
6619,3338362,2,1,0,2,0
6620,3338373,1,6,2,4,2
6621,3338376,1,2,2,4,3
6622,3338405,1,4,4,1,3
6623,3338417,2,1,1,3,1
6624,3338506,1,2,2,3,2
6625,3338578,2,1,0,1,0
6626,3338589,2,3,2,3,2
6627,3338635,2,1,1,9,1
6628,3338636,1,2,2,2,2
6629,3338646,2,2,2,1,2
6630,3338648,1,4,2,4,2
6631,3338694,2,2,1,4,1
6632,3338753,2,1,1,2,1
6633,3338767,2,2,2,3,0
6634,3338782,1,2,0,1,1
6635,3338793,2,2,1,1,1
6636,3338817,2,2,2,2,3
6637,3338839,2,2,2,3,2
6638,3339047,1,5,2,4,2
6639,3339117,2,5,1,3,0
6640,3339125,1,3,3,4,3
6641,3339129,2,2,2,2,1
6642,3339170,2,3,2,1,0
6643,3339211,2,1,0,1,0
6644,3339234,1,2,2,4,3
6645,3339251,2,2,1,1,1
6646,3339281,2,1,1,2,1
6647,3339326,1,1,1,1,2
6648,3339343,1,2,2,9,2
6649,3339388,2,1,1,2,1
6650,3339392,2,4,0,1,0
6651,3339403,2,2,1,9,1
6652,3339418,2,4,3,1,3
6653,3339441,2,3,2,4,3
6654,3339505,1,1,1,1,1
6655,3339537,2,1,1,1,2
6656,3339542,2,2,2,2,1
6657,3339560,1,4,1,4,1
6658,3339576,1,2,2,9,3
6659,3339656,1,1,1,2,0
6660,3339673,1,3,3,4,3
6661,3339683,1,2,2,3,2
6662,3339684,2,3,2,2,1
6663,3339705,2,2,2,4,1
6664,3339741,2,1,1,1,0
6665,3339901,2,2,2,4,1
6666,3339941,1,4,2,4,3
6667,3339980,2,1,1,1,1
6668,3340033,1,3,3,4,2
6669,3340054,1,2,2,4,2
6670,3340058,1,2,2,1,2
6671,3340135,1,4,3,4,2
6672,3340169,1,1,0,1,0
6673,3340189,2,3,2,2,1
6674,3340190,2,1,1,2,1
6675,3340213,1,1,1,4,3
6676,3340307,1,3,2,3,3
6677,3340389,2,1,1,2,1
6678,3340393,1,4,4,3,3
6679,3340433,2,2,2,9,2
6680,3340441,2,1,1,2,1
6681,3340471,1,2,1,4,2
6682,3340488,1,4,4,4,3
6683,3340552,1,5,2,2,2
6684,3340566,1,2,2,3,2
6685,3340571,2,2,2,4,2
6686,3340612,2,1,0,1,0
6687,3340718,1,1,1,2,1
6688,3340727,2,2,2,3,2
6689,3340751,2,3,2,3,2
6690,3340767,2,2,2,4,2
6691,3340832,2,1,0,1,0
6692,3340945,2,1,1,2,1
6693,3340974,1,4,2,4,2
6694,3340976,1,4,2,4,2
6695,3341030,1,3,2,3,2
6696,3341086,1,4,1,2,1
6697,3341127,2,5,0,1,0
6698,3341131,2,1,0,1,0
6699,3341151,2,5,3,2,1
6700,3341153,1,1,1,4,1
6701,3341170,1,2,2,4,2
6702,3341176,1,2,2,2,2
6703,3341212,2,1,1,3,1
6704,3341226,1,2,2,4,2
6705,3341244,1,2,1,2,2
6706,3341245,1,1,1,3,1
6707,3341269,2,1,1,4,1
6708,3341342,1,2,2,2,2
6709,3341360,2,5,2,1,1
6710,3341399,2,1,1,4,0
6711,3341421,2,5,2,4,2
6712,3341432,2,1,0,1,0
6713,3341454,2,1,1,3,0
6714,3341532,2,3,2,4,0
6715,3341550,2,1,1,2,1
6716,3341576,2,2,0,9,0
6717,3341579,2,3,2,4,0
6718,3341593,2,4,0,1,0
6719,3341646,2,2,2,4,1
6720,3341661,2,2,2,9,1
6721,3341676,2,1,1,4,0
6722,3341730,2,2,0,1,0
6723,3341746,2,2,1,2,0
6724,3341766,2,1,0,2,0
6725,3341857,2,1,1,4,0
6726,3341929,2,2,1,9,1
6727,3341933,2,2,2,4,1
6728,3341950,2,3,2,2,1
6729,3341951,2,2,2,4,1
6730,3341980,2,1,1,4,0
6731,3341995,2,1,0,1,0
6732,3341998,1,3,2,4,2
6733,3342092,2,1,1,4,1
6734,3342158,2,3,1,4,0
6735,3342171,2,1,1,9,0
6736,3342187,2,4,0,4,0
6737,3342244,2,2,2,3,0
6738,3342286,2,3,2,4,0
6739,3342330,2,2,0,1,0
6740,3342368,1,2,2,2,1
6741,3342420,2,1,1,2,1
6742,3342425,2,1,1,1,0
6743,3342433,2,1,1,2,0
6744,3342495,2,2,2,4,2
6745,3342517,1,1,1,1,1
6746,3342582,2,1,1,2,0
6747,3342637,1,2,2,4,2
6748,3342669,2,3,2,2,0
6749,3342670,1,4,2,3,2
6750,3342676,2,4,2,2,1
6751,3342686,2,2,2,3,0
6752,3342694,2,1,0,1,0
6753,3342700,2,1,1,2,0
6754,3342718,2,2,1,4,1
6755,3342776,2,1,1,4,0
6756,3342816,2,1,1,4,1
6757,3342836,2,1,0,1,0
6758,3342844,2,2,1,1,0
6759,3342847,2,1,0,1,0
6760,3342848,2,6,2,1,1
6761,3342959,2,1,1,2,0
6762,3343035,2,1,1,9,1
6763,3343050,2,2,2,3,1
6764,3343281,2,1,1,2,0
6765,3343292,2,2,2,2,1
6766,3343301,2,1,1,9,0
6767,3343335,2,2,2,4,3
6768,3343344,2,2,1,2,0
6769,3343356,2,2,0,2,0
6770,3343366,2,2,2,4,0
6771,3343397,2,1,1,1,0
6772,3343411,1,2,2,2,2
6773,3343414,2,4,2,4,2
6774,3343431,2,1,0,1,0
6775,3343438,2,1,1,9,0
6776,3343482,3,2,2,4,1
6777,3343494,2,1,1,2,0
6778,3343503,2,1,0,1,0
6779,3343504,2,3,0,2,0
6780,3343519,1,4,2,4,2
6781,3343554,1,1,1,2,1
6782,3343566,2,1,1,1,0
6783,3343610,2,1,1,2,0
6784,3343623,2,3,2,4,0
6785,3343624,2,2,1,4,1
6786,3343659,2,1,0,3,0
6787,3343669,2,1,1,4,1
6788,3343777,2,4,1,4,0
6789,3343797,2,4,2,2,1
6790,3343817,2,1,1,4,0
6791,3343873,2,2,2,2,1
6792,3343939,2,1,1,2,0
6793,3343948,2,1,1,4,0
6794,3343983,2,2,0,1,0
6795,3343989,2,1,1,3,1
6796,3343996,2,1,1,2,1
6797,3344012,2,1,1,4,0
6798,3344016,2,4,4,4,2
6799,3344118,2,1,0,1,0
6800,3344122,2,4,1,1,0
6801,3344127,2,2,2,3,1
6802,3344158,1,4,3,2,3
6803,3344162,2,2,2,3,0
6804,3344197,1,6,5,4,3
6805,3344217,2,1,0,2,0
6806,3344356,2,1,1,2,0
6807,3344374,2,1,1,2,0
6808,3344427,1,3,2,4,2
6809,3344448,2,2,1,1,0
6810,3344460,2,1,1,1,1
6811,3344464,2,2,2,4,2
6812,3344494,2,1,1,4,1
6813,3344500,1,3,2,4,2
6814,3344511,2,1,1,2,0
6815,3344553,2,1,1,2,0
6816,3344652,1,2,2,4,2
6817,3344666,2,2,2,2,0
6818,3344680,2,2,0,1,0
6819,3344695,1,2,2,2,1
6820,3344732,2,1,1,1,0
6821,3344766,2,2,2,4,0
6822,3344796,2,1,0,1,0
6823,3344812,1,3,2,4,2
6824,3344819,2,3,0,1,0
6825,3344894,1,2,2,2,2
6826,3344899,1,3,2,4,3
6827,3344915,2,3,3,1,2
6828,3344931,1,2,1,2,1
6829,3344987,1,5,2,4,2
6830,3344995,1,4,2,4,2
6831,3345113,1,1,1,2,1
6832,3345116,1,2,2,2,3
6833,3345119,1,4,2,3,3
6834,3345128,1,1,1,2,1
6835,3345232,2,1,0,1,0
6836,3345237,1,2,2,4,3
6837,3345304,1,1,1,3,1
6838,3345308,1,4,3,4,3
6839,3345344,1,1,1,3,1
6840,3345389,2,2,2,1,1
6841,3345421,2,1,1,2,1
6842,3345452,1,3,1,2,1
6843,3345484,1,5,3,4,3
6844,3345486,2,2,2,3,2
6845,3345494,2,1,1,2,1
6846,3345640,2,3,0,2,0
6847,3345664,1,2,1,4,1
6848,3345689,1,3,2,3,2
6849,3345709,1,2,2,9,1
6850,3345738,1,1,1,2,1
6851,3345778,3,2,2,2,2
6852,3345813,1,2,2,4,2
6853,3345841,1,2,2,4,2
6854,3345887,1,3,3,3,3
6855,3345953,1,3,3,2,2
6856,3345955,2,2,2,4,2
6857,3345974,2,1,1,2,1
6858,3345997,1,6,2,2,2
6859,3346038,1,2,2,2,3
6860,3346046,1,3,3,2,3
6861,3346065,2,2,0,1,0
6862,3346101,2,1,1,3,1
6863,3346121,2,2,1,1,1
6864,3346222,1,2,2,4,2
6865,3346244,2,1,1,2,1
6866,3346257,1,5,5,4,3
6867,3346263,1,4,4,9,3
6868,3346343,1,3,2,4,2
6869,3346409,1,4,2,9,2
6870,3346518,1,3,2,2,2
6871,3346526,1,2,1,2,1
6872,3346533,2,4,0,1,0
6873,3346554,2,7,2,2,2
6874,3346563,1,2,2,2,2
6875,3346579,1,2,2,2,1
6876,3346600,1,4,2,1,2
6877,3346611,1,4,3,2,3
6878,3346675,2,3,2,3,1
6879,3346700,1,2,2,4,2
6880,3346764,1,2,2,2,2
6881,3346793,1,4,4,2,3
6882,3346833,2,1,1,1,1
6883,3346886,2,3,1,1,0
6884,3346892,1,5,2,4,2
6885,3346896,1,2,1,4,1
6886,3346901,1,2,2,9,2
6887,3346910,1,4,4,3,3
6888,3346938,1,2,2,3,2
6889,3346985,1,2,2,1,2
6890,3347007,2,3,3,4,2
6891,3347010,2,3,3,4,3
6892,3347056,1,4,4,3,3
6893,3347067,1,2,2,2,2
6894,3347096,2,1,1,2,1
6895,3347123,1,2,2,4,2
6896,3347151,2,1,0,2,0
6897,3347197,1,2,2,4,2
6898,3347212,1,2,2,2,3
6899,3347258,1,2,1,2,1
6900,3347294,2,1,1,9,0
6901,3347298,1,1,1,1,0
6902,3347305,1,4,1,4,1
6903,3347326,1,2,2,3,2
6904,3347351,1,3,2,2,1
6905,3347358,1,2,2,2,2
6906,3347371,1,2,2,3,2
6907,3347376,2,4,2,1,0
6908,3347421,1,3,3,4,3
6909,3347427,1,1,1,2,1
6910,3347430,1,2,2,2,2
6911,3347456,1,4,2,4,3
6912,3347458,1,3,3,1,2
6913,3347466,1,3,3,2,3
6914,3347478,2,1,1,4,1
6915,3347504,1,1,1,2,1
6916,3347521,1,2,2,4,2
6917,3347537,1,3,3,4,3
6918,3347629,2,1,1,2,1
6919,3347647,2,1,1,1,1
6920,3347715,1,2,2,2,2
6921,3347719,1,5,2,3,2
6922,3347728,2,2,2,2,1
6923,3347775,1,2,1,1,2
6924,3347787,1,5,2,3,2
6925,3347844,2,1,1,9,0
6926,3347947,2,1,1,2,1
6927,3347963,1,2,2,4,2
6928,3348000,2,3,0,1,0
6929,3348027,2,1,0,1,0
6930,3348045,1,3,2,4,3
6931,3348064,1,2,2,4,2
6932,3348121,1,1,1,3,2
6933,3348143,1,4,2,2,2
6934,3348213,1,2,2,4,3
6935,3348274,1,2,2,1,2
6936,3348280,1,2,2,2,2
6937,3348293,1,2,2,9,3
6938,3348298,1,2,2,4,2
6939,3348410,2,1,0,1,0
6940,3348461,1,1,0,9,0
6941,3348523,1,4,4,2,3
6942,3348568,1,4,4,4,3
6943,3348658,1,4,2,4,2
6944,3348706,2,1,1,1,0
6945,3348799,2,1,1,1,0
6946,3348816,1,3,3,4,2
6947,3348824,1,3,3,4,3
6948,3348850,2,4,1,9,0
6949,3348879,1,2,2,2,2
6950,3348930,2,1,0,1,0
6951,3348938,1,2,2,4,2
6952,3348955,1,4,2,4,2
6953,3348970,1,1,1,2,1
6954,3349028,2,2,2,4,1
6955,3349097,2,1,1,3,1
6956,3349098,1,1,1,3,3
6957,3349181,1,2,2,9,3
6958,3349286,2,2,1,2,1
6959,3349406,2,1,0,1,0
6960,3349416,2,1,1,3,1
6961,3349419,2,1,1,2,1
6962,3349442,2,1,0,2,0
6963,3349470,2,1,1,3,1
6964,3349484,2,3,1,1,2
6965,3349502,2,2,2,3,2
6966,3349560,2,3,2,1,1
6967,3349563,1,3,1,4,1
6968,3349636,1,3,1,4,1
6969,3349662,1,4,2,3,2
6970,3349699,2,1,1,2,1
6971,3349700,2,3,3,4,3
6972,3349748,2,2,2,3,3
6973,3349771,1,2,1,1,0
6974,3349827,2,1,1,4,0
6975,3349828,1,2,2,3,2
6976,3349833,1,2,1,3,1
6977,3349876,1,5,2,4,2
6978,3349911,2,1,1,2,1
6979,3349939,2,1,1,3,1
6980,3349986,2,2,1,1,1
6981,3350000,1,3,2,3,2
6982,3350017,2,1,1,4,1
6983,3350030,1,2,2,1,1
6984,3350080,1,3,2,2,2
6985,3350086,1,2,1,1,1
6986,3350112,2,1,0,1,0
6987,3350216,1,2,0,1,0
6988,3350223,2,2,0,3,0
6989,3350238,2,2,1,1,1
6990,3350254,2,1,1,2,1
6991,3350308,2,2,0,1,0
6992,3350337,1,3,2,4,3
6993,3350375,1,3,1,2,1
6994,3350377,1,3,3,4,2
6995,3350394,1,3,3,4,2
6996,3350414,1,2,2,4,2
6997,3350423,1,3,3,4,3
6998,3350425,1,5,3,4,2
6999,3350438,1,2,2,2,3
7000,3350455,1,3,2,2,1
7001,3350490,1,5,2,4,2
7002,3350520,1,1,1,1,1
7003,3350586,1,1,1,1,1
7004,3350605,1,1,1,3,1
7005,3350631,2,4,2,3,2
7006,3350662,2,1,1,2,1
7007,3350675,1,3,2,2,1
7008,3350701,2,1,1,2,0
7009,3350740,2,2,2,9,2
7010,3350819,1,2,2,4,2
7011,3350822,1,2,2,2,2
7012,3350833,2,1,0,1,0
7013,3350883,1,3,3,4,3
7014,3350893,1,3,1,2,1
7015,3350914,1,4,3,4,3
7016,3350932,1,2,2,2,1
7017,3350934,2,3,1,2,2
7018,3350966,1,2,2,1,2
7019,3351056,1,4,2,4,3
7020,3351060,1,2,2,4,3
7021,3351079,1,2,2,4,3
7022,3351100,2,2,2,2,2
7023,3351144,2,1,1,2,2
7024,3351225,2,1,1,1,1
7025,3351252,2,2,2,3,2
7026,3351309,1,1,1,4,1
7027,3351438,2,2,0,1,0
7028,3351599,1,1,1,2,3
7029,3351613,1,2,2,3,2
7030,3351628,1,2,2,2,3
7031,3351685,1,3,3,4,3
7032,3351686,1,4,0,1,0
7033,3351689,2,1,1,9,1
7034,3351696,1,2,2,4,2
7035,3351715,1,4,2,4,3
7036,3351725,1,1,1,1,1
7037,3351769,2,1,1,2,1
7038,3351770,1,2,2,3,1
7039,3351782,1,1,1,2,1
7040,3351833,1,2,2,4,3
7041,3351852,1,3,3,4,3
7042,3351854,1,2,1,1,1
7043,3351872,1,2,2,1,2
7044,3351900,2,1,1,9,1
7045,3351903,1,2,2,2,1
7046,3351926,1,5,2,4,2
7047,3351943,1,2,2,4,2
7048,3351963,1,2,2,4,3
7049,3351972,1,1,1,2,1
7050,3351986,1,3,3,2,3
7051,3351993,1,1,1,2,1
7052,3352094,2,1,1,2,1
7053,3352164,2,1,1,1,1
7054,3352182,1,1,1,1,1
7055,3352204,2,1,1,9,2
7056,3352264,1,3,2,4,1
7057,3352288,1,4,4,4,2
7058,3352309,1,2,2,4,2
7059,3352362,2,2,2,4,2
7060,3352395,2,2,1,2,1
7061,3352424,1,5,2,3,2
7062,3352436,1,3,2,2,2
7063,3352454,2,1,1,3,1
7064,3352477,2,1,1,2,1
7065,3352524,1,1,1,4,1
7066,3352540,1,2,2,4,3
7067,3352578,1,1,1,2,1
7068,3352612,1,1,1,9,1
7069,3352646,1,3,2,4,2
7070,3352670,2,4,3,1,3
7071,3352721,1,2,0,1,1
7072,3352740,1,5,2,4,2
7073,3352768,1,2,2,4,3
7074,3352784,2,1,0,1,1
7075,3352801,2,2,1,1,1
7076,3352825,2,1,1,1,1
7077,3352911,1,4,3,4,3
7078,3352925,2,2,1,1,1
7079,3352938,2,1,1,3,1
7080,3352942,1,2,2,4,2
7081,3352979,2,1,0,9,0
7082,3353061,1,1,1,2,1
7083,3353080,2,4,2,2,1
7084,3353082,1,4,4,9,3
7085,3353098,1,5,2,3,2
7086,3353157,2,1,0,1,0
7087,3353213,1,2,2,2,2
7088,3353254,2,2,1,2,1
7089,3353285,1,3,2,4,2
7090,3353292,1,1,1,2,1
7091,3353299,2,1,1,9,1
7092,3353303,1,1,1,2,2
7093,3353305,1,1,1,9,1
7094,3353363,1,3,2,4,2
7095,3353380,2,1,1,4,1
7096,3353408,2,4,1,2,1
7097,3353443,2,1,1,2,1
7098,3353481,1,1,1,1,1
7099,3353488,2,2,2,2,1
7100,3353494,1,2,0,2,0
7101,3353519,1,2,2,4,3
7102,3353525,2,1,1,4,1
7103,3353579,1,4,3,2,3
7104,3353610,2,1,1,2,1
7105,3353653,2,2,2,4,2
7106,3353699,1,2,0,1,0
7107,3353717,1,1,1,1,1
7108,3353731,1,1,1,2,1
7109,3353782,1,1,1,1,0
7110,3353804,1,3,3,3,3
7111,3353857,1,2,2,4,2
7112,3353860,1,3,2,3,3
7113,3353881,1,4,1,1,2
7114,3353904,1,5,3,4,2
7115,3353905,1,2,2,4,2
7116,3353923,1,4,3,3,2
7117,3353941,1,2,2,9,2
7118,3353967,2,2,2,2,1
7119,3354023,2,1,0,1,0
7120,3354026,2,1,1,1,0
7121,3354062,1,4,3,4,2
7122,3354083,1,1,1,2,1
7123,3354129,2,2,2,1,1
7124,3354183,1,1,1,2,1
7125,3354189,1,4,2,4,2
7126,3354200,1,2,2,4,2
7127,3354226,1,2,2,2,2
7128,3354322,1,4,2,9,3
7129,3354331,2,1,0,1,0
7130,3354353,1,2,2,9,3
7131,3354366,1,2,2,4,2
7132,3354382,1,2,2,4,3
7133,3354407,1,2,2,9,3
7134,3354420,1,2,1,1,1
7135,3354467,1,5,2,4,2
7136,3354475,1,2,2,2,1
7137,3354495,1,2,1,1,1
7138,3354511,2,1,1,1,1
7139,3354517,2,1,0,1,0
7140,3354582,1,1,1,2,2
7141,3354583,1,3,2,4,2
7142,3354596,1,4,3,2,2
7143,3354695,1,2,2,4,2
7144,3354740,1,1,1,1,1
7145,3354790,2,2,2,2,2
7146,3354835,1,4,2,4,2
7147,3354852,1,1,1,1,1
7148,3354883,1,3,2,4,2
7149,3354920,1,1,1,9,2
7150,3354967,1,2,2,4,2
7151,3354987,1,2,2,4,2
7152,3355062,2,1,0,1,0
7153,3355064,1,2,2,3,1
7154,3355081,1,2,2,9,1
7155,3355104,1,2,2,4,3
7156,3355109,2,4,2,3,1
7157,3355121,2,1,1,1,0
7158,3355141,2,1,1,1,0
7159,3355214,2,2,2,1,2
7160,3355222,1,2,2,9,2
7161,3355241,1,4,2,4,3
7162,3355254,2,1,0,1,0
7163,3355283,1,2,2,3,2
7164,3355290,1,4,3,9,3
7165,3355298,1,2,2,4,2
7166,3355326,1,3,3,4,3
7167,3355336,1,2,2,9,2
7168,3355386,1,3,3,2,3
7169,3355494,1,2,2,1,1
7170,3355522,1,8,2,2,2
7171,3355539,1,5,1,1,2
7172,3355547,1,2,2,4,2
7173,3355551,1,6,2,2,3
7174,3355556,1,3,2,4,2
7175,3355609,1,1,1,3,1
7176,3355667,1,2,2,3,2
7177,3355701,1,2,2,2,2
7178,3355707,1,1,1,4,3
7179,3355722,1,4,2,4,2
7180,3355763,1,4,3,4,3
7181,3355805,1,4,2,4,2
7182,3355813,1,2,2,3,2
7183,3355818,1,3,3,1,3
7184,3355835,1,4,3,4,3
7185,3355845,1,2,2,4,3
7186,3355927,1,2,2,2,3
7187,3355936,1,2,2,2,2
7188,3355949,1,1,1,4,1
7189,3355974,2,1,0,9,0
7190,3356041,1,2,2,9,2
7191,3356077,1,2,2,4,3
7192,3356113,1,2,2,4,2
7193,3356118,3,1,0,1,0
7194,3356135,2,1,1,2,0
7195,3356166,1,5,2,2,1
7196,3356186,1,2,2,2,2
7197,3356230,1,5,2,4,3
7198,3356231,1,2,2,4,3
7199,3356338,1,2,2,4,3
7200,3356350,1,2,2,2,2
7201,3356414,2,2,2,3,2
7202,3356426,2,1,1,1,0
7203,3356477,1,2,2,2,2
7204,3356485,1,2,2,4,2
7205,3356492,1,2,2,4,2
7206,3356505,1,4,2,3,2
7207,3356510,1,3,2,2,2
7208,3356529,1,2,2,4,3
7209,3356632,1,3,2,2,2
7210,3356637,1,2,2,2,2
7211,3356747,1,4,4,4,3
7212,3356748,2,6,2,1,1
7213,3356775,2,4,0,1,0
7214,3356776,1,1,1,9,1
7215,3356778,1,4,1,1,1
7216,3356783,1,5,3,4,0
7217,3356786,1,6,1,1,1
7218,3356862,1,2,2,2,3
7219,3356982,1,5,2,2,2
7220,3356990,1,2,2,2,2
7221,3357028,1,2,2,4,2
7222,3357056,1,2,2,1,1
7223,3357062,1,2,2,3,3
