,SAMPN,CTFIP,BIN,RESTY,HHSIZ,INCOM,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,GEO_GROUP1,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC
17654,4016640,34003,20,1,2,4,2,1,2,2,0,1,77.10714,MAHWAH,,Mahwah township,NJ,7430,2693,34003032102,7,2,2,2,2
17655,4016658,34027,20,1,3,6,3,1,2,3,0,1,101.64706,PARSIPPANY-TROY HILLS,,Parsippany-Troy Hills township,NJ,7054,3172,34027041802,9,3,4,3,2
17656,4016694,36087,15,1,4,3,1,2,1,1,2,1,464.75,HILLCREST,HILLCREST CDP,Ramapo town,NY,10977,2285,36087011504,4,4,2,1,3
17657,4016707,36027,14,1,4,6,2,2,2,2,2,1,154.66667,POUGHKEEPSIE,,La Grange town,NY,12603,2394,36027080202,5,4,4,2,1
17658,4016711,36119,11,1,2,3,3,0,0,2,0,1,241.3,PEEKSKILL,PEEKSKILL CITY,Peekskill city,NY,10566,2243,36119014100,4,2,2,3,6
17659,4016764,34025,14,1,1,8,1,0,1,1,0,1,186.0,ASBURY PARK,,Ocean township,NJ,7712,3265,34025806502,10,1,4,1,4
17660,4016772,34017,21,1,1,5,1,0,1,1,0,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,7094,2902,34017019800,8,1,3,1,4
17661,4016788,36047,12,1,4,6,2,2,2,2,2,1,1195.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11228,1323,36047017000,2,4,4,2,1
17662,4016965,36005,19,2,2,4,1,1,0,1,1,1,119.48077,NEW YORK,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,2,2,1,5
17663,4016995,36005,15,2,2,3,0,0,1,1,0,1,283.5,BRONX,NEW YORK CITY,Bronx borough,NY,10460,804,36005016100,2,2,2,0,4
17664,4017005,34013,14,1,3,3,1,0,2,3,0,1,240.85714,ORANGE,,City of Orange township,NJ,7050,3090,34013018800,8,3,2,1,2
17665,4017026,36103,21,1,1,4,3,0,1,1,0,1,88.42105,BLUE POINT,BLUE POINT CDP,Brookhaven town,NY,11715,2053,36103158802,3,1,2,3,4
17666,4017035,34039,15,1,4,5,2,2,2,2,2,1,356.83333,ROSELLE,ROSELLE BOROUGH,Roselle borough,NJ,7203,3136,34039034000,8,4,3,2,1
17667,4017040,36027,14,1,2,8,2,0,2,2,0,1,197.0,WAPPINGERS FALLS,MYERS CORNER CDP,Wappinger town,NY,12590,2405,36027190101,5,2,4,2,2
17668,4017087,34017,18,2,1,2,1,0,1,1,0,1,323.0,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7307,2749,34017000300,8,1,1,1,4
17669,4017091,34025,14,1,2,3,2,0,2,2,0,1,164.16667,FAIR HAVEN,FAIR HAVEN BOROUGH,Fair Haven borough,NJ,7704,3242,34025803700,10,2,2,2,2
17670,4017116,34013,14,1,4,6,4,0,3,4,0,1,243.8,WEST ORANGE,,West Orange township,NJ,7052,3080,34013017800,8,4,4,3,2
17671,4017124,36005,15,2,1,5,0,0,1,0,0,1,95.57143,NEW YORK,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,1,3,0,4
17672,4017154,34039,15,2,1,5,1,0,1,1,0,1,241.0,LINDEN,LINDEN CITY,Linden city,NJ,7036,3131,34039034900,8,1,3,1,4
17673,4017178,36119,11,2,1,1,0,0,0,0,0,1,202.875,YONKERS,YONKERS CITY,Yonkers city,NY,10701,2183,36119000300,4,1,1,0,6
17674,4017183,36085,18,1,2,2,2,0,2,2,0,1,213.35714,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10312,1615,36085017010,2,2,1,2,2
17675,4017201,36103,12,2,2,6,1,0,0,2,0,1,732.0,LAKE GROVE,LAKE GROVE VILLAGE,Brookhaven town,NY,11755,2012,36103158107,3,2,4,1,6
17676,4017318,36027,14,1,4,7,4,0,4,4,0,1,298.66667,RHINEBECK,,Rhinebeck town,NY,12572,2440,36027160003,5,4,4,3,2
17677,4017333,36059,18,2,1,5,1,0,1,1,0,1,176.71429,LONG BEACH,LONG BEACH CITY,Long Beach city,NY,11561,1799,36059416702,3,1,3,1,4
17678,4017349,9001,16,1,1,1,1,0,1,1,0,1,137.44444,BRIDGEPORT,BRIDGEPORT CITY,Bridgeport town,CT,6604,2566,9001072100,6,1,1,1,4
17679,4017372,36059,17,1,4,5,2,2,2,2,2,1,143.77778,MERRICK,NORTH MERRICK CDP,Hempstead town,NY,11566,1712,36059408400,3,4,3,2,1
17680,4017375,36005,15,1,2,7,1,0,0,2,0,1,95.57143,NEW YORK,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,2,4,1,6
17681,4017430,36005,15,2,1,3,0,0,0,1,0,1,321.76923,BRONX,NEW YORK CITY,Bronx borough,NY,10475,942,36005030200,2,1,2,0,6
17682,4017441,9001,16,2,2,6,1,0,2,2,0,1,137.44444,BRIDGEPORT,BRIDGEPORT CITY,Bridgeport town,CT,6604,2566,9001072100,6,2,4,1,2
17683,4017463,36059,18,1,2,5,4,0,1,2,0,1,179.08333,VALLEY STREAM,VALLEY STREAM VILLAGE,Hempstead town,NY,11581,1734,36059410700,3,2,3,3,4
17684,4017484,34025,14,2,1,3,1,0,1,1,0,1,696.5,NEPTUNE,,Neptune township,NJ,7753,3263,34025807900,10,1,2,1,4
17685,4017544,36081,9,2,2,3,1,0,2,2,0,1,394.14286,NEW YORK,NEW YORK CITY,Queens borough,NY,11372,393,36081027700,2,2,2,1,2
17686,4017572,34039,15,2,2,2,0,0,0,0,0,1,212.71429,LINDEN,LINDEN CITY,Linden city,NJ,7036,3131,34039034700,8,2,1,0,6
17687,4017608,36081,9,2,1,3,0,0,1,1,0,1,307.5,KEW GARDENS,NEW YORK CITY,Queens borough,NY,11415,566,36081021600,2,1,2,0,4
17688,4017645,34025,14,1,1,3,1,0,0,1,0,1,247.57143,OCEAN,,Ocean township,NJ,7712,3265,34025806501,10,1,2,1,6
17689,4017660,34029,15,1,2,1,2,1,1,2,0,1,532.8,LAKEWOOD,LEISURE VILLAGE CDP,Lakewood township,NJ,8701,3296,34029715902,10,2,1,2,4
17690,4017661,36103,21,1,2,6,2,1,2,2,0,1,213.36364,BAY SHORE,BAY SHORE CDP,Islip town,NY,11706,1966,36103146003,3,2,4,2,2
17691,4017694,9009,14,1,2,8,2,0,2,2,0,1,101.64706,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6515,3405,9009141000,6,2,4,2,2
17692,4017724,36103,21,1,1,4,1,0,1,1,0,1,103.16667,ISLIP,ISLIP CDP,Islip town,NY,11751,1966,36103146103,3,1,2,1,4
17693,4017730,34017,21,1,3,4,4,0,2,3,0,1,117.5,KEARNY,KEARNY TOWN,Kearny town,NJ,7032,2834,34017012700,8,3,2,3,2
17694,4017753,34039,15,1,6,4,2,4,1,2,4,1,261.33333,CLARK,,Clark township,NJ,7066,3124,34039036200,8,4,2,2,3
17695,4017773,36081,9,2,1,2,0,0,1,1,0,1,983.0,SOUTH OZONE PARK,NEW YORK CITY,Queens borough,NY,11420,597,36081016600,2,1,1,0,4
17696,4017813,36005,19,2,4,5,1,0,3,3,0,1,275.6,NEW YORK,NEW YORK CITY,Bronx borough,NY,10473,936,36005007400,2,4,3,1,2
17697,4017877,9009,14,2,2,4,1,1,1,1,0,1,729.75,WEST HAVEN,WEST HAVEN CITY,West Haven town,CT,6516,3437,9009154100,6,2,2,1,4
17698,4017925,36059,17,1,3,7,2,0,2,2,1,1,209.0,WANTAGH,NORTH WANTAGH CDP,Hempstead town,NY,11793,1724,36059409700,3,3,4,2,1
17699,4018105,36081,9,2,1,1,0,0,0,1,0,1,434.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11105,327,36081011700,2,1,1,0,6
17700,4018126,36119,11,2,1,2,1,0,0,1,0,1,475.83333,TUCKAHOE,TUCKAHOE VILLAGE,Eastchester town,NY,10707,2249,36119004800,4,1,1,1,6
17701,4018166,34025,14,1,4,6,3,2,1,2,2,1,164.16667,FAIR HAVEN,FAIR HAVEN BOROUGH,Fair Haven borough,NJ,7704,3242,34025803700,10,4,4,3,3
17702,4018226,36081,9,2,1,2,0,0,0,0,0,1,434.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11373,431,36081046900,2,1,1,0,6
17703,4018242,34003,15,1,4,8,2,2,2,2,2,1,299.8,WESTWOOD,,River Vale township,NJ,7675,2713,34003049001,7,4,4,2,1
17704,4018258,34013,21,2,2,1,1,0,0,1,0,1,100.46667,BELLEVILLE,,Belleville township,NJ,7109,3048,34013014600,8,2,1,1,6
17705,4018262,34017,19,2,2,1,1,1,0,1,1,1,128.8,KEARNY,KEARNY TOWN,Kearny town,NJ,7032,2833,34017012600,8,2,1,1,5
17706,4018275,34029,15,1,3,4,2,1,1,2,0,1,232.2,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715500,10,3,2,2,4
17707,4018314,36047,12,2,2,1,0,1,0,0,0,1,257.54545,NEW YORK,NEW YORK CITY,Brooklyn borough,NY,11231,1198,36047008500,2,2,1,0,6
17708,4018401,34031,17,1,5,2,2,4,1,2,2,1,256.71429,HALEDON,PROSPECT PARK BOROUGH,Prospect Park borough,NJ,7508,2740,34031203600,7,4,1,2,3
17709,4018417,36081,9,2,1,5,1,0,1,1,0,1,387.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11435,543,36081022001,2,1,3,1,4
17710,4018465,34013,6,2,1,1,0,0,0,0,0,1,363.0,EAST ORANGE,EAST ORANGE CITY,East Orange city,NJ,7018,3013,34013011100,8,1,1,0,6
17711,4018564,36119,17,1,4,6,3,2,2,2,2,1,210.66667,NEW ROCHELLE,NEW ROCHELLE CITY,New Rochelle city,NY,10801,2118,36119006400,4,4,4,3,1
17712,4018578,34029,20,1,2,6,3,0,2,2,0,1,72.0,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8753,3289,34029723100,10,2,4,3,2
17713,4018613,36059,17,1,3,3,2,0,1,2,0,1,231.3,EAST MEADOW,EAST MEADOW CDP,Hempstead town,NY,11554,1711,36059408300,3,3,2,2,4
17714,4018624,34003,21,1,3,6,2,0,1,2,1,1,66.22727,PARK RIDGE,PARK RIDGE BOROUGH,Park Ridge borough,NJ,7656,2707,34003043001,7,3,4,2,3
17715,4018626,34029,20,2,2,4,2,0,1,2,0,1,131.91667,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8753,3289,34029722402,10,2,2,2,4
17716,4018630,34003,20,1,2,7,2,0,2,2,0,1,77.10714,MAHWAH,,Mahwah township,NJ,7430,2693,34003032102,7,2,4,2,2
17717,4018637,34013,14,2,1,1,0,0,0,0,0,1,323.0,NEWARK,NEWARK CITY,Newark city,NJ,7103,2921,34013001800,8,1,1,0,6
17718,4018659,34013,6,2,3,3,0,1,1,0,1,1,271.66667,NEWARK,NEWARK CITY,Newark city,NJ,7104,2992,34013009000,8,3,2,0,3
17719,4018689,34031,17,2,1,6,3,0,0,1,0,1,334.33333,CLIFTON,CLIFTON CITY,Clifton city,NJ,7011,2732,34031125000,7,1,4,3,6
17720,4018697,34013,6,2,1,1,0,0,0,0,0,1,298.66667,NEWARK,NEWARK CITY,Newark city,NJ,7103,2986,34013001000,8,1,1,0,6
17721,4018784,36059,17,1,2,6,2,0,2,2,0,1,288.0,LEVITTOWN,LEVITTOWN CDP,Hempstead town,NY,11756,1719,36059409100,3,2,4,2,2
17722,4018849,36085,13,1,5,4,2,3,1,2,2,1,348.0,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10306,1597,36085027900,2,4,2,2,3
17723,4018854,36005,19,2,2,1,1,0,0,2,0,1,127.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10473,936,36005007400,2,2,1,1,6
17724,4018933,36081,9,2,1,99,1,0,0,1,0,1,129.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11435,542,36081077905,2,1,9,1,6
17725,4019036,36081,9,2,1,2,0,1,0,0,0,1,780.0,OZONE PARK,NEW YORK CITY,Queens borough,NY,11416,586,36081005200,2,1,1,0,6
17726,4019048,34031,17,1,2,6,2,0,2,2,0,1,75.5,PASSAIC,PASSAIC CITY,Passaic city,NJ,7012,2737,34031175601,7,2,4,2,2
17727,4019057,34017,19,1,2,1,0,0,0,0,0,1,122.83333,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7306,2757,34017001000,8,2,1,0,6
17728,4019064,36027,14,1,2,6,2,0,2,2,0,1,234.33333,TIVOLI,TIVOLI VILLAGE,Red Hook town,NY,12583,2438,36027150003,5,2,4,2,2
17729,4019107,34003,12,1,2,4,2,0,1,2,0,1,167.8,RIVER EDGE,RIVER EDGE BOROUGH,River Edge borough,NJ,7661,2712,34003048200,7,2,2,2,4
17730,4019125,36119,11,2,3,3,1,0,1,1,1,1,385.4,BRONXVILLE,YONKERS CITY,Yonkers city,NY,10708,2178,36119002402,4,3,2,1,3
17731,4019175,34029,15,1,3,4,1,0,2,1,1,1,476.4,LANOKA HARBOR,,Lacey township,NJ,8734,3294,34029732101,10,3,2,1,1
17732,4019196,36119,17,1,5,5,2,2,1,2,3,1,205.83333,YONKERS,YONKERS CITY,Yonkers city,NY,10704,2174,36119001503,4,4,3,2,3
17733,4019353,34031,17,1,2,1,1,0,1,1,0,1,147.5,CLIFTON,CLIFTON CITY,Clifton city,NJ,7011,2732,34031124900,7,2,1,1,4
17734,4019378,36027,20,2,4,4,2,2,4,3,0,1,80.6875,HYDE PARK,HYDE PARK CDP,Hyde Park town,NY,12538,2389,36027070201,5,4,2,2,2
17735,4019417,34031,17,1,2,6,1,1,1,2,0,1,95.19048,CLIFTON,CLIFTON CITY,Clifton city,NJ,7014,2732,34031124402,7,2,4,1,4
17736,4019518,34029,15,1,1,2,1,0,1,1,0,1,342.875,LAKEWOOD,LEISURE VILLAGE EAST CDP,Lakewood township,NJ,8701,3296,34029716000,10,1,1,1,4
17737,4019524,34017,18,2,1,4,0,0,1,1,0,1,166.77778,WEST NEW YORK,WEST NEW YORK TOWN,West New York town,NJ,7093,2860,34017015300,8,1,2,0,4
17738,4019569,36059,17,1,2,6,2,2,2,2,0,1,196.55556,BALDWIN,BALDWIN CDP,Hempstead town,NY,11510,1756,36059412900,3,2,4,2,2
17739,4019633,36059,17,1,3,6,3,0,2,3,0,1,408.8,LAWRENCE,LAWRENCE VILLAGE,Hempstead town,NY,11559,1741,36059411600,3,3,4,3,2
17740,4019691,36059,17,1,1,5,1,0,1,1,0,1,431.33333,GREAT NECK,KINGS POINT VILLAGE,North Hempstead town,NY,11023,1623,36059300100,3,1,3,1,4
17741,4019702,36005,15,2,1,1,0,0,0,1,0,1,417.5,NEW YORK,NEW YORK CITY,Bronx borough,NY,10462,987,36005024400,2,1,1,0,6
17742,4019730,36119,17,2,3,5,1,1,2,2,1,1,298.0,YONKERS,YONKERS CITY,Yonkers city,NY,10701,2189,36119000402,4,3,3,1,1
17743,4019744,34029,15,1,6,1,1,3,1,2,4,1,152.5,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715600,10,4,1,1,3
17744,4019796,34039,15,1,4,99,2,2,1,2,2,1,133.13333,SCOTCH PLAINS,,Scotch Plains township,NJ,7076,3138,34039038500,8,4,9,2,3
17745,4019870,34017,19,2,2,7,2,0,2,2,0,1,112.25,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7307,2750,34017000400,8,2,4,2,2
17746,4019889,36027,20,1,2,4,2,0,0,2,0,1,80.6875,HYDE PARK,HYDE PARK CDP,Hyde Park town,NY,12538,2389,36027070201,5,2,2,2,6
17747,4019890,34003,12,2,1,1,0,0,1,0,0,1,978.5,CLIFFSIDE PARK,CLIFFSIDE PARK BOROUGH,Cliffside Park borough,NJ,7010,2666,34003006201,7,1,1,0,4
17748,4019922,36005,13,1,3,99,2,0,2,3,0,1,819.0,NEW YORK,NEW YORK CITY,Bronx borough,NY,10458,871,36005039901,2,3,9,2,2
17749,4019930,34025,21,1,2,8,4,0,2,2,0,1,66.11111,MIDDLETOWN,,Middletown township,NJ,7748,3260,34025801200,10,2,4,3,2
17750,4019934,34029,15,1,5,3,1,2,1,2,3,1,123.0,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715302,10,4,2,1,3
17751,4019979,36081,12,2,5,4,0,4,2,2,3,1,380.375,JAMAICA,NEW YORK CITY,Queens borough,NY,11434,665,36081033402,2,4,2,0,1
17752,4019989,36047,12,3,4,8,3,0,3,3,0,1,410.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11235,1428,36047061200,2,4,4,3,2
17753,4020001,36005,19,2,2,2,0,0,1,1,0,1,119.48077,NEW YORK,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,2,1,0,4
17754,4020060,34003,20,1,3,4,3,0,2,3,0,1,77.10714,MAHWAH,,Mahwah township,NJ,7430,2693,34003032102,7,3,2,3,2
17755,4020222,36059,17,1,3,6,3,0,3,3,0,1,639.5,BALDWIN,BALDWIN HARBOR CDP,Hempstead town,NY,11510,1766,36059413804,3,3,4,3,2
17756,4020296,36081,9,1,3,8,2,0,2,3,0,1,161.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11421,574,36081002000,2,3,4,2,2
17757,4020317,34003,12,1,1,1,1,0,0,1,0,1,852.66667,SADDLE BROOK,,Saddle Brook township,NJ,7663,2717,34003052200,7,1,1,1,6
17758,4020341,36087,15,1,2,2,3,0,1,2,0,1,514.5,SLOATSBURG,SLOATSBURG VILLAGE,Ramapo town,NY,10974,2290,36087011700,4,2,1,3,4
17759,4020374,36085,13,1,3,99,1,0,2,2,1,1,406.0,NEW YORK,NEW YORK CITY,Staten Island borough,NY,10312,1613,36085017005,2,3,9,1,2
17760,4020406,36103,21,1,2,4,2,0,0,2,0,1,103.16667,ISLIP,ISLIP CDP,Islip town,NY,11751,1966,36103146103,3,2,2,2,6
17761,4020434,34017,19,2,4,6,1,1,4,1,0,1,401.0,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7307,2747,34017000100,8,4,4,1,2
17762,4020505,36081,9,2,1,1,0,0,0,1,0,1,271.25,ASTORIA,NEW YORK CITY,Queens borough,NY,11102,327,36081012500,2,1,1,0,6
17763,4020539,34017,21,1,6,5,2,2,2,2,3,1,117.5,KEARNY,KEARNY TOWN,Kearny town,NJ,7032,2834,34017012700,8,4,3,2,1
17764,4020552,36081,9,2,1,5,0,0,1,0,0,1,129.0,FLUSHING,NEW YORK CITY,Queens borough,NY,11367,542,36081077905,2,1,3,0,4
17765,4020590,34029,20,1,1,2,1,0,0,1,0,1,151.4,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722001,10,1,1,1,6
17766,4020619,34017,19,1,1,2,1,0,1,1,0,1,219.6,KEARNY,KEARNY TOWN,Kearny town,NJ,7032,2840,34017013300,8,1,1,1,4
17767,4020638,9009,14,1,2,5,1,0,1,2,0,1,405.8,WEST HAVEN,WEST HAVEN CITY,West Haven town,CT,6516,3444,9009154800,6,2,3,1,4
17768,4020644,36119,17,2,1,2,0,0,0,0,0,1,150.5,YONKERS,YONKERS CITY,Yonkers city,NY,10701,2188,36119000500,4,1,1,0,6
17769,4020667,34017,21,1,2,3,1,0,0,2,0,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,7094,2902,34017019800,8,2,2,1,6
17770,4020678,36005,15,2,1,1,0,0,0,1,0,1,142.8,NEW YORK,NEW YORK CITY,Bronx borough,NY,10473,940,36005008600,2,1,1,0,6
17771,4020694,36071,16,1,5,3,2,2,1,2,3,1,127.16667,PORT JERVIS,PORT JERVIS CITY,Port Jervis city,NY,12771,2331,36071002300,5,4,2,2,3
17772,4020744,34003,20,2,1,1,0,1,0,1,0,1,212.75,BOGOTA,BOGOTA BOROUGH,Bogota borough,NJ,7603,2664,34003004002,7,1,1,0,6
17773,4020808,36081,9,2,1,6,1,0,1,1,0,1,129.0,FLUSHING,NEW YORK CITY,Queens borough,NY,11367,542,36081077905,2,1,4,1,4
17774,4020811,34013,14,1,3,6,2,1,2,2,1,1,260.0,MILLBURN,SHORT HILLS CDP,Millburn township,NJ,7078,3102,34013020000,8,3,4,2,1
17775,4020829,34025,14,2,2,3,2,0,1,2,0,1,247.57143,OCEAN,,Ocean township,NJ,7712,3265,34025806501,10,2,2,2,4
17776,4020883,36081,9,2,2,7,0,0,2,2,0,1,542.2,NEW YORK,NEW YORK CITY,Queens borough,NY,11372,390,36081028700,2,2,4,0,2
17777,4021088,36119,17,1,3,5,1,2,1,1,2,1,264.57143,YONKERS,YONKERS CITY,Yonkers city,NY,10704,2175,36119001504,4,3,3,1,3
17778,4021098,34017,19,1,4,5,3,0,3,4,0,1,219.6,KEARNY,KEARNY TOWN,Kearny town,NJ,7032,2840,34017013300,8,4,3,3,2
17779,4021115,36005,15,2,1,2,0,0,1,1,0,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,1,1,0,4
17780,4021124,34013,14,2,1,4,1,0,0,1,0,1,80.33333,EAST ORANGE,EAST ORANGE CITY,East Orange city,NJ,7018,3016,34013011400,8,1,2,1,6
17781,4021174,36005,7,2,1,6,1,0,1,1,0,1,185.11111,NEW YORK,NEW YORK CITY,Bronx borough,NY,10463,897,36005029700,2,1,4,1,4
17782,4021210,36119,11,2,1,2,0,0,0,0,0,1,846.66667,YONKERS,YONKERS CITY,Yonkers city,NY,10705,2169,36119000201,4,1,1,0,6
17783,4021246,36027,20,1,2,6,1,0,1,2,0,1,114.33333,POUGHKEEPSIE,POUGHKEEPSIE CITY,Poughkeepsie city,NY,12603,2421,36027221001,5,2,4,1,4
17784,4021279,34003,12,1,6,6,2,3,2,2,4,1,347.25,MONTVALE,MONTVALE BOROUGH,Montvale borough,NJ,7645,2696,34003035100,7,4,4,2,1
17785,4021295,34017,21,2,2,8,2,0,2,2,0,1,43.23529,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7305,2808,34017005802,8,2,4,2,2
17786,4021302,36081,9,1,4,2,0,2,2,1,1,1,295.42857,JACKSON HEIGHTS,NEW YORK CITY,Queens borough,NY,11372,393,36081027500,2,4,1,0,1
17787,4021326,36081,9,2,1,2,1,0,0,1,0,1,0.14286,CORONA,NEW YORK CITY,Queens borough,NY,11368,405,36081038100,2,1,1,1,6
17788,4021333,36081,9,2,1,3,0,0,1,1,0,1,352.14286,NEW YORK,NEW YORK CITY,Queens borough,NY,11435,544,36081022002,2,1,2,0,4
17789,4021341,36005,15,1,1,3,1,0,1,1,0,1,417.5,NEW YORK,NEW YORK CITY,Bronx borough,NY,10462,987,36005024400,2,1,2,1,4
17790,4021349,36059,17,1,1,5,1,0,1,1,0,1,126.54545,SYOSSET,SYOSSET CDP,Oyster Bay town,NY,11791,1818,36059518400,3,1,3,1,4
17791,4021368,34013,14,2,1,1,1,1,1,1,0,1,266.0,ORANGE,,City of Orange township,NJ,7050,3091,34013018900,8,1,1,1,4
17792,4021376,34017,21,1,2,8,2,0,1,2,0,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,7094,2902,34017019800,8,2,4,2,4
17793,4021377,34013,6,2,1,3,1,0,0,1,0,1,515.2,CEDAR GROVE,,Cedar Grove township,NJ,7009,3117,34013021400,8,1,2,1,6
17794,4021428,36005,19,2,1,4,1,0,1,1,0,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,1,2,1,4
17795,4021454,34031,17,2,4,1,1,1,1,1,1,1,304.83333,PASSAIC,PASSAIC CITY,Passaic city,NJ,7055,2737,34031175802,7,4,1,1,3
17796,4021475,34013,14,1,2,8,3,0,2,2,0,1,260.0,MILLBURN,SHORT HILLS CDP,Millburn township,NJ,7078,3102,34013020000,8,2,4,3,2
17797,4021486,34017,21,1,4,6,2,0,2,3,1,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,7094,2902,34017019800,8,4,4,2,1
17798,4021551,34031,17,1,1,5,3,0,1,1,0,1,274.77778,CLIFTON,CLIFTON CITY,Clifton city,NJ,7012,2732,34031124401,7,1,3,3,4
17799,4021594,9009,14,2,1,1,0,0,0,1,0,1,1142.0,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6513,3421,9009142601,6,1,1,0,6
17800,4021630,36081,9,1,2,2,0,1,1,2,0,1,284.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11421,573,36081001800,2,2,1,0,4
17801,4021694,36087,15,1,2,7,3,1,2,2,0,1,200.33333,NANUET,NANUET CDP,Clarkstown town,NY,10954,2280,36087011302,4,2,4,3,2
17802,4021697,34013,21,1,2,4,1,0,1,1,0,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,7068,3112,34013020902,8,2,2,1,4
17803,4021759,34039,15,1,2,6,2,1,1,1,1,1,282.5,LINDEN,LINDEN CITY,Linden city,NJ,7036,3131,34039034800,8,2,4,2,3
17804,4021766,36047,12,1,3,5,2,1,2,2,1,1,277.0,NEW YORK,NEW YORK CITY,Brooklyn borough,NY,11234,1525,36047068000,2,3,3,2,1
17805,4021769,36103,17,1,6,7,3,2,3,4,2,1,184.83333,RONKONKOMA,LAKE RONKONKOMA CDP,Brookhaven town,NY,11779,2039,36103158512,3,4,4,3,1
17806,4021845,36059,17,1,2,5,2,0,2,2,0,1,330.33333,HICKSVILLE,HICKSVILLE CDP,Oyster Bay town,NY,11801,1826,36059519100,3,2,3,2,2
17807,4021860,36059,17,1,4,4,2,1,2,2,1,1,197.4,WANTAGH,WANTAGH CDP,Hempstead town,NY,11793,1790,36059415700,3,4,2,2,1
17808,4021863,34017,18,2,2,6,1,0,2,1,0,1,276.44444,WEST NEW YORK,WEST NEW YORK TOWN,West New York town,NJ,7093,2859,34017015202,8,2,4,1,2
17809,4021905,34013,14,2,1,3,0,0,1,0,0,1,205.25,EAST ORANGE,EAST ORANGE CITY,East Orange city,NJ,7017,3008,34013010600,8,1,2,0,4
17810,4021943,36047,12,2,3,3,2,0,1,2,0,1,695.5,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11207,1183,36047111000,2,3,2,2,4
17811,4021945,36005,13,2,4,5,1,0,1,1,0,1,672.25,BRONX,NEW YORK CITY,Bronx borough,NY,10452,812,36005019900,2,4,3,1,4
17812,4021955,34039,15,1,2,7,3,2,1,2,0,1,207.6,SCOTCH PLAINS,,Scotch Plains township,NJ,7076,3138,34039038601,8,2,4,3,4
17813,4021979,34003,20,1,1,2,1,0,1,1,0,1,166.2,LODI,LODI BOROUGH,Lodi borough,NJ,7644,2691,34003030300,7,1,1,1,4
17814,4022009,34013,14,1,3,6,1,0,2,2,1,1,203.46154,FAIRFIELD,,Fairfield township,NJ,7004,3119,34013021601,8,3,4,1,1
17815,4022129,36059,17,1,3,6,2,1,2,2,1,1,379.0,OLD BETHPAGE,OLD BETHPAGE CDP,Oyster Bay town,NY,11804,1840,36059520100,3,3,4,2,1
17816,4022163,36027,14,1,3,3,2,2,1,2,1,1,251.75,RED HOOK,,Red Hook town,NY,12571,2438,36027150005,5,3,2,2,3
17817,4022200,34003,21,1,4,2,2,3,0,1,3,1,66.22727,PARK RIDGE,PARK RIDGE BOROUGH,Park Ridge borough,NJ,7656,2707,34003043001,7,4,1,2,5
17818,4022209,9001,16,1,1,6,1,0,1,1,0,1,137.44444,BRIDGEPORT,BRIDGEPORT CITY,Bridgeport town,CT,6604,2566,9001072100,6,1,4,1,4
