,SAMPN,CTFIP,BIN,RESTY,HHSIZ,INCOM,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,GEO_GROUP1,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC
405,3011560,9009,10,2,1,3,1,1,1,1,0,1,420.625,HAMDEN,,Hamden town,CT,6518,3465,9009166001,6,1,2,1,4
406,3011609,36059,13,1,3,6,2,0,1,2,0,1,651.5,FRANKLIN SQUARE,FRANKLIN SQUARE CDP,Hempstead town,NY,11010,1676,36059405400,3,3,4,2,4
407,3011633,34029,20,1,4,4,3,0,2,4,0,1,117.22222,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722002,10,4,2,3,2
408,3011686,34039,15,1,1,5,1,0,0,1,0,1,224.36364,MOUNTAINSIDE,MOUNTAINSIDE BOROUGH,Mountainside borough,NJ,7092,3132,34039038300,8,1,3,1,6
409,3011711,34013,6,1,2,8,2,0,1,2,0,1,179.5,MONTCLAIR,UPPER MONTCLAIR CDP,Montclair township,NJ,7042,3063,34013016100,8,2,4,2,4
410,3011746,34025,21,2,2,5,2,0,1,2,0,1,86.26667,RED BANK,,Middletown township,NJ,7701,3260,34025801300,10,2,3,2,4
411,3011777,36119,14,2,1,6,1,0,1,1,0,1,322.83333,HASTINGS-ON-HUDSON,,Greenburgh town,NY,10706,2161,36119010701,4,1,4,1,4
412,3011785,36087,15,1,2,6,2,0,1,2,0,1,411.0,NANUET,NEW CITY CDP,Clarkstown town,NY,10954,2282,36087011405,4,2,4,2,4
413,3011818,34037,21,1,2,5,3,0,2,2,0,1,81.52,HIGHLAND LAKES,HIGHLAND LAKE CDP,Vernon township,NJ,7422,3385,34037371502,11,2,3,3,2
414,3011824,36119,17,1,3,99,2,1,2,3,0,1,240.4,YONKERS,YONKERS CITY,Yonkers city,NY,10705,2181,36119001301,4,3,9,2,2
415,3011825,36027,14,1,2,3,4,0,1,2,0,1,251.75,RED HOOK,,Red Hook town,NY,12571,2439,36027150005,5,2,2,3,4
416,3011942,36061,11,2,2,1,1,0,0,2,0,1,313.3,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10033,298,36061027300,1,2,1,1,6
417,3011948,34003,17,1,1,3,1,0,1,1,0,1,178.35714,TEANECK,,Teaneck township,NJ,7666,2720,34003054400,7,1,2,1,4
418,3011980,34013,14,1,1,4,1,0,1,1,0,1,371.5,ORANGE,,City of Orange township,NJ,7050,3083,34013018100,8,1,2,1,4
419,3011992,36047,8,2,2,2,1,0,0,1,0,1,93.22222,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11212,1467,36047091200,2,2,1,1,6
420,3012012,34013,21,2,1,3,0,0,0,1,0,1,56.77778,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,7006,3121,34013021701,8,1,2,0,6
421,3012024,36061,11,2,2,8,2,0,2,2,0,1,387.33333,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,171,36061018300,1,2,4,2,2
422,3012062,34027,3,1,2,7,3,0,2,2,0,1,737.0,HARDING,,Harding township,NJ,7960,3156,34027044200,9,2,4,3,2
423,3012066,36061,10,2,1,7,1,0,1,1,0,1,288.28571,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10002,45,36061000600,1,1,4,1,4
424,3012145,36061,10,2,3,1,0,1,2,1,1,1,374.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10002,47,36061000202,1,3,1,0,1
425,3012157,34025,1,2,2,4,2,1,2,2,0,1,1484.0,LONG BRANCH,LONG BRANCH CITY,Long Branch city,NJ,7740,3255,34025805800,10,2,2,2,2
426,3012170,36081,9,2,3,3,1,0,2,3,0,1,455.33333,QUEENS,NEW YORK CITY,Queens borough,NY,11415,570,36081014000,2,3,2,1,2
427,3012171,36087,15,1,4,7,3,1,2,3,1,1,387.0,POMONA,,Ramapo town,NY,10970,2283,36087011502,4,4,4,3,1
428,3012175,34003,15,1,3,7,2,1,2,2,1,1,238.2,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061200,7,3,4,2,1
429,3012181,34027,15,1,3,2,2,0,1,2,0,1,161.9,BUTLER,BUTLER BOROUGH,Butler borough,NJ,7405,3146,34027040600,9,3,1,2,4
430,3012188,34017,18,2,2,6,1,0,2,2,0,1,276.44444,WEST NEW YORK,WEST NEW YORK TOWN,West New York town,NJ,7093,2859,34017015202,8,2,4,1,2
431,3012195,34003,20,2,1,6,1,0,0,1,0,1,101.25,MAHWAH,,Mahwah township,NJ,7430,2693,34003032103,7,1,4,1,6
432,3012204,34019,21,3,1,3,1,0,1,1,0,1,63.17143,WHITEHOUSE STATION,,Readington township,NJ,8889,3336,34019011100,11,1,2,1,4
433,3012334,36079,19,1,2,3,1,0,0,1,0,1,117.75,PUTNAM VALLEY,,Putnam Valley town,NY,10579,2311,36079011000,4,2,2,1,6
434,3012373,34041,21,1,1,1,1,0,1,1,0,1,295.0,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,7840,3348,34041031402,11,1,1,1,4
435,3012390,34003,17,2,1,2,0,0,1,1,0,1,246.625,ENGLEWOOD,ENGLEWOOD CITY,Englewood city,NJ,7631,2675,34003015300,7,1,1,0,4
436,3012442,34013,20,1,3,99,2,1,1,3,0,1,137.21053,LIVINGSTON,,Livingston township,NJ,7039,3110,34013020800,8,3,9,2,4
437,3012443,34019,21,1,2,3,2,0,1,2,0,1,47.11765,FLEMINGTON,,Readington township,NJ,8822,3336,34019011201,11,2,2,2,4
438,3012523,34019,15,2,1,3,1,0,0,1,0,1,350.4,CLINTON,,Union township,NJ,8809,3339,34019010701,11,1,2,1,6
439,3012524,36103,3,1,2,5,2,0,1,2,0,1,716.0,RONKONKOMA,RONKONKOMA CDP,Islip town,NY,11779,1958,36103145807,3,2,3,2,4
440,3012530,34035,6,1,5,5,2,4,1,2,3,1,249.22222,BELLE MEAD,,Montgomery township,NJ,8502,3195,34035053905,9,4,3,2,3
441,3012531,34023,12,1,2,3,3,0,0,2,0,1,384.0,EDISON,,Edison township,NJ,8837,3208,34023001902,9,2,2,3,6
442,3012547,36081,12,1,2,7,1,0,2,2,0,1,461.83333,WHITESTONE,NEW YORK CITY,Queens borough,NY,11357,522,36081104700,2,2,4,1,2
443,3012558,34029,20,2,1,1,0,0,0,0,0,1,138.0,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8753,3289,34029722900,10,1,1,0,6
444,3012581,34003,20,2,2,99,2,0,2,2,0,1,66.17647,MAHWAH,,Mahwah township,NJ,7430,2693,34003032201,7,2,9,2,2
445,3012647,34027,3,1,3,6,3,1,2,2,1,1,345.25,NETCONG,NETCONG BOROUGH,Netcong borough,NJ,7857,3171,34027046000,9,3,4,3,1
446,3012657,36061,10,1,1,5,1,0,1,1,0,1,297.42857,MANHATTAN,NEW YORK CITY,Manhattan borough,NY,10012,26,36061005501,1,1,3,1,4
447,3012724,36079,21,2,5,7,4,3,2,2,3,1,67.74419,CARMEL,,Southeast town,NY,10512,2304,36079011800,4,4,4,3,1
448,3012747,36061,11,2,1,8,0,0,1,1,0,1,1516.0,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,142,36061014700,1,1,4,0,4
449,3012753,36047,8,1,1,1,1,0,0,1,0,1,186.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11204,1373,36047046400,2,1,1,1,6
450,3012754,36119,14,1,2,8,2,0,2,2,0,1,585.5,SCARSDALE,GREENVILLE CDP,Greenburgh town,NY,10583,2159,36119010702,4,2,4,2,2
451,3012770,36087,21,2,1,3,0,0,1,0,0,1,72.44444,SUFFERN,SUFFERN VILLAGE,Ramapo town,NY,10901,2291,36087011901,4,1,2,0,4
452,3012782,36061,11,2,3,8,0,1,2,1,1,1,210.80952,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,316,36061018700,1,3,4,0,1
453,3012811,34027,20,2,1,3,0,0,0,0,0,1,137.77778,PARSIPPANY-TROY HILLS,,Parsippany-Troy Hills township,NJ,7054,3172,34027041706,9,1,2,0,6
454,3012834,36047,8,2,3,6,2,1,2,1,1,1,687.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11213,1267,36047033700,2,3,4,2,1
455,3012840,34035,18,1,3,7,2,1,1,2,1,1,117.5625,WARREN,,Warren township,NJ,7059,3202,34035052201,9,3,4,2,3
456,3012845,36005,19,2,2,5,1,2,1,1,1,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,2,3,1,3
457,3012856,36059,5,1,1,99,0,0,0,0,0,1,426.5,ATLANTIC BEACH,EAST ATLANTIC BEACH CDP,Hempstead town,NY,11509,1795,36059416300,3,1,9,0,6
458,3012892,34017,16,2,2,5,1,0,0,2,0,1,375.83333,BAYONNE,BAYONNE CITY,Bayonne city,NJ,7002,2814,34017010100,8,2,3,1,6
459,3012919,36061,10,2,2,8,0,1,2,2,0,1,696.57143,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,170,36061017900,1,2,4,0,2
460,3012995,36059,5,2,2,1,0,0,0,1,0,1,381.0,GREAT NECK,GREAT NECK VILLAGE,North Hempstead town,NY,11024,1625,36059300400,3,2,1,0,6
461,3013006,36071,18,1,2,6,2,0,1,2,0,1,163.3,CORNWALL,FIRTHCLIFFE CDP,Cornwall town,NY,12518,2360,36071013000,5,2,4,2,4
462,3013030,36061,10,2,3,6,0,1,2,2,1,1,550.9,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,152,36061015900,1,3,4,0,1
463,3013033,36047,17,2,2,6,2,0,1,2,0,1,128.69231,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11209,1293,36047005601,2,2,4,2,4
464,3013089,36085,17,1,2,99,2,0,0,2,0,1,323.75,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10312,1614,36085017008,2,2,9,2,6
465,3013113,34027,15,1,1,99,2,0,1,1,0,1,257.83333,RIVERDALE,RIVERDALE BOROUGH,Riverdale borough,NJ,7457,3176,34027040400,9,1,9,2,4
466,3013134,36005,19,2,5,1,0,2,0,0,4,1,412.0,BRONX,NEW YORK CITY,Bronx borough,NY,10466,1016,36005041800,2,4,1,0,5
467,3013157,9009,2,1,2,4,3,1,2,2,0,1,670.0,SOUTHBURY,,Southbury town,CT,6488,3540,9009348123,6,2,2,3,2
468,3013169,36103,16,1,1,6,1,0,1,1,0,1,81.16667,HUNTINGTON STATION,HUNTINGTON STATION CDP,Huntington town,NY,11746,1876,36103111401,3,1,4,1,4
469,3013173,36061,20,2,1,8,0,0,1,1,0,1,128.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10028,193,36061013800,1,1,4,0,4
470,3013174,34029,20,1,3,6,2,1,2,2,1,1,105.5,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722002,10,3,4,2,1
471,3013206,34027,12,1,2,99,2,0,0,2,0,1,615.0,CHESTER,CHESTER BOROUGH,Chester borough,NJ,7930,3149,34027045901,9,2,9,2,6
472,3013210,36047,3,2,3,2,0,0,0,1,0,1,526.33333,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11220,1228,36047002200,2,3,1,0,6
473,3013350,34023,12,2,2,3,3,0,2,2,0,1,389.0,EDISON,,Edison township,NJ,8817,3208,34023001502,9,2,2,3,2
474,3013374,34003,17,1,1,6,2,0,1,1,0,1,167.78571,RUTHERFORD,RUTHERFORD BOROUGH,Rutherford borough,NJ,7070,2716,34003051100,7,1,4,2,4
475,3013379,34025,21,1,4,6,2,2,2,2,2,1,96.0625,MIDDLETOWN,,Middletown township,NJ,7748,3260,34025801100,10,4,4,2,1
476,3013398,34013,17,2,2,3,1,0,0,2,0,1,177.73333,WEST ORANGE,,West Orange township,NJ,7052,3077,34013017500,8,2,2,1,6
477,3013444,36119,11,2,1,6,0,0,0,0,0,1,388.66667,BRONXVILLE,YONKERS CITY,Yonkers city,NY,10708,2187,36119002202,4,1,4,0,6
478,3013449,34019,18,1,2,3,3,0,1,2,0,1,175.69231,FLEMINGTON,,Raritan township,NJ,8822,3335,34019011301,11,2,2,3,4
479,3013530,34013,17,2,1,4,1,0,1,1,0,1,177.73333,WEST ORANGE,,West Orange township,NJ,7052,3077,34013017500,8,1,2,1,4
480,3013555,36071,9,1,2,6,2,0,2,2,0,1,431.0,GOSHEN,GOSHEN VILLAGE,Goshen town,NY,10924,2352,36071012200,5,2,4,2,2
481,3013561,34031,13,1,2,6,2,0,2,2,0,1,544.8,TOTOWA,TOTOWA BOROUGH,Totowa borough,NJ,7512,2742,34031223802,7,2,4,2,2
482,3013562,36079,19,1,1,7,1,0,1,1,0,1,166.64286,CARMEL,CARMEL HAMLET CDP,Carmel town,NY,10512,2306,36079011500,4,1,4,1,4
483,3013579,36087,15,1,4,5,3,3,2,2,2,1,128.83333,BLAUVELT,BLAUVELT CDP,Orangetown town,NY,10913,2297,36087013001,4,4,3,3,1
484,3013715,36081,4,2,1,6,0,0,0,0,0,1,873.0,QUEENS,NEW YORK CITY,Queens borough,NY,11375,469,36081073900,2,1,4,0,6
485,3013740,34003,15,1,4,8,4,0,4,4,0,1,183.18182,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044100,7,4,4,3,2
486,3013741,9001,1,2,1,3,1,0,1,1,0,1,741.33333,DANBURY,DANBURY CITY,Danbury town,CT,6810,2634,9001210600,6,1,2,1,4
487,3013794,36059,13,1,2,2,1,0,1,1,0,1,525.2,BETHPAGE,BETHPAGE CDP,Oyster Bay town,NY,11714,1838,36059520001,3,2,1,1,4
488,3013846,34023,16,2,1,3,1,0,0,1,0,1,158.6,PLAINSBORO,PRINCETON MEADOWS CDP,Plainsboro township,NJ,8536,3221,34023008604,9,1,2,1,6
489,3013852,36085,18,1,1,3,2,1,1,1,0,1,291.5,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10314,1564,36085030301,2,1,2,2,4
490,3013865,34019,21,1,3,8,5,1,1,2,1,1,67.8,LEBANON,,Clinton township,NJ,8833,3320,34019011002,11,3,4,3,3
491,3013892,36079,19,1,2,4,3,0,2,2,0,1,153.69231,MAHOPAC,,Carmel town,NY,10541,2307,36079011600,4,2,2,3,2
492,3013895,36061,20,1,1,99,0,0,0,0,0,1,175.92,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10022,140,36061010601,1,1,9,0,6
493,3013905,36005,19,2,3,4,1,0,0,2,0,1,116.72727,BRONX,NEW YORK CITY,Bronx borough,NY,10469,975,36005031000,2,3,2,1,6
494,3013917,9009,14,1,4,5,2,2,3,3,1,1,264.33333,CHESHIRE,,Cheshire town,CT,6410,3527,9009343400,6,4,3,2,1
495,3013994,34017,18,2,2,5,0,0,2,2,0,1,126.66667,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7307,2754,34017000800,8,2,3,0,2
496,3014038,34025,1,1,3,99,2,1,1,2,1,1,723.0,EATONTOWN,EATONTOWN BOROUGH,Eatontown borough,NJ,7724,3240,34025805100,10,3,9,2,3
497,3014059,36079,19,1,4,4,2,0,1,2,2,1,117.25,PATTERSON,PUTNAM LAKE CDP,Patterson town,NY,12563,2302,36079010100,4,4,2,2,3
498,3014077,36119,11,2,2,3,2,0,0,2,0,1,475.83333,WHITE PLAINS,TUCKAHOE VILLAGE,Eastchester town,NY,10603,2249,36119004800,4,2,2,2,6
499,3014126,34037,14,1,3,4,6,1,3,3,0,1,281.22222,SUSSEX,,Wantage township,NJ,7461,3387,34037371800,11,3,2,3,2
500,3014178,36103,16,1,2,4,3,0,1,2,0,1,240.72727,COPIAGUE,COPIAGUE CDP,Babylon town,NY,11726,1919,36103123702,3,2,2,3,4
501,3014239,36119,14,1,1,3,1,0,1,1,0,1,369.4,NEW ROCHELLE,NEW ROCHELLE CITY,New Rochelle city,NY,10804,2122,36119006801,4,1,2,1,4
502,3014293,36103,16,2,3,8,4,2,3,3,0,1,228.2,PORT JEFFERSON STATION,CORAM CDP,Brookhaven town,NY,11776,2027,36103158320,3,3,4,3,2
503,3014317,36085,13,1,1,1,0,0,0,0,0,1,173.5,BOONTON,NEW YORK CITY,Staten Island borough,NY,7005,1550,36085010500,2,1,1,0,6
504,3014333,36059,5,2,2,4,1,0,1,2,0,1,948.0,NEW HYDE PARK,NEW HYDE PARK VILLAGE,North Hempstead town,NY,11040,1649,36059303000,3,2,2,1,4
505,3014387,34003,3,2,1,5,1,0,1,1,0,1,1027.0,HACKENSACK,HACKENSACK CITY,Hackensack city,NJ,7601,2683,34003023200,7,1,3,1,4
506,3014388,34027,3,1,2,7,3,0,2,2,0,1,615.5,RANDOLPH,,Randolph township,NJ,7869,3175,34027045703,9,2,4,3,2
507,3014402,36103,16,1,4,6,2,2,2,2,2,1,204.85714,SHOREHAM,EAST SHOREHAM CDP,Brookhaven town,NY,11786,2030,36103158402,3,4,4,2,1
508,3014422,36027,14,1,2,5,2,0,1,1,0,1,294.16667,POUGHKEEPSIE,,Poughkeepsie town,NY,12603,2400,36027140400,5,2,3,2,4
509,3014513,34041,21,1,2,3,3,0,1,2,0,1,66.88889,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,7840,3348,34041031402,11,2,2,3,4
510,3014528,36047,8,2,1,4,1,0,1,1,0,1,313.5,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11226,1405,36047050600,2,1,2,1,4
511,3014558,34013,21,2,1,4,1,0,1,1,0,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,7068,3112,34013020902,8,1,2,1,4
512,3014576,34003,15,1,2,6,3,0,1,2,0,1,397.66667,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061300,7,2,4,3,4
513,3014599,34019,21,1,2,7,3,1,2,2,0,1,66.28571,ANNANDALE,,Clinton township,NJ,8801,3320,34019011001,11,2,4,3,2
514,3014608,36087,15,1,2,6,2,0,1,2,0,1,135.72727,TAPPAN,TAPPAN CDP,Orangetown town,NY,10983,2299,36087013401,4,2,4,2,4
515,3014633,36061,18,2,1,3,0,0,0,1,0,1,201.05,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10044,317,36061023801,1,1,2,0,6
516,3014644,34039,15,2,1,3,0,0,1,1,0,1,225.16667,ROSELLE,ROSELLE BOROUGH,Roselle borough,NJ,7203,3136,34039034300,8,1,2,0,4
517,3014688,34023,19,1,5,8,2,2,1,2,3,1,156.0,EAST BRUNSWICK,,East Brunswick township,NJ,8816,3207,34023006607,9,4,4,2,3
518,3014719,34029,15,1,2,4,2,0,2,2,0,1,568.0,FORKED RIVER,FORKED RIVER CDP,Lacey township,NJ,8731,3294,34029732104,10,2,2,2,2
519,3014744,36081,12,2,7,3,2,5,2,2,5,1,249.0,FAR ROCKAWAY,NEW YORK CITY,Queens borough,NY,11691,738,36081101001,2,4,2,2,1
520,3014767,9009,14,1,4,4,2,1,1,2,2,1,178.71429,SEYMOUR,,Seymour town,CT,6483,3394,9009130102,6,4,2,2,3
521,3014836,34029,15,1,3,3,1,2,1,2,1,1,232.2,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715500,10,3,2,1,3
522,3014853,34041,20,1,2,5,2,0,2,2,0,1,82.18182,STEWARTSVILLE,,Greenwich township,NJ,8886,3347,34041032102,11,2,3,2,2
523,3014929,36119,14,2,2,6,1,1,1,1,1,1,315.625,IRVINGTON,IRVINGTON VILLAGE,Greenburgh town,NY,10533,2259,36119011300,4,2,4,1,3
524,3014954,36005,19,2,1,99,0,0,0,0,0,1,177.58824,BRONX,NEW YORK CITY,Bronx borough,NY,10473,933,36005002000,2,1,9,0,6
525,3015002,36061,11,2,1,3,0,0,1,1,0,1,292.55556,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10028,196,36061014401,1,1,2,0,4
526,3015011,34003,15,1,4,7,2,2,2,2,2,1,275.28571,NORWOOD,NORWOOD BOROUGH,Norwood borough,NJ,7648,2701,34003002300,7,4,4,2,1
527,3015025,36059,17,1,2,6,1,1,1,1,1,1,186.63636,BELLMORE,NORTH BELLMORE CDP,Hempstead town,NY,11710,1713,36059408500,3,2,4,1,3
528,3015073,36081,12,1,5,6,2,0,2,3,0,1,268.2,RICHMOND HILL,NEW YORK CITY,Queens borough,NY,11418,569,36081013400,2,4,4,2,2
529,3015170,36061,10,2,1,8,1,0,1,1,0,1,307.36364,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10013,191,36061013400,1,1,4,1,4
530,3015230,36059,13,1,2,99,2,0,1,2,0,1,356.4,PLAINVIEW,BETHPAGE CDP,Oyster Bay town,NY,11803,1837,36059519900,3,2,9,2,4
531,3015231,34027,17,1,1,8,3,0,1,1,0,1,126.8125,GILLETTE,,Long Hill township,NJ,7933,3173,34027044102,9,1,4,3,4
532,3015232,9001,1,1,1,5,1,0,1,1,0,1,554.33333,TRUMBULL,TRUMBULL CDP,Trumbull town,CT,6611,2607,9001090500,6,1,3,1,4
533,3015246,9009,2,1,5,1,0,4,1,1,4,1,892.5,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6511,3411,9009141600,6,4,1,0,3
534,3015253,34021,9,2,1,99,2,0,1,1,0,1,242.91667,LAWRENCEVILLE,LAWRENCEVILLE CDP,Lawrence township,NJ,8648,3578,34021003301,12,1,9,2,4
535,3015257,34029,13,1,1,2,1,0,1,1,0,1,448.0,BRICK,,Brick township,NJ,8723,3288,34029713800,10,1,1,1,4
536,3015318,34039,17,2,1,3,0,0,1,1,0,1,86.52,WESTFIELD,WESTFIELD TOWN,Westfield town,NJ,7090,3142,34039036700,8,1,2,0,4
537,3015383,36061,10,2,1,1,0,0,0,0,0,1,414.06667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10019,86,36061013900,1,1,1,0,6
538,3015391,34019,21,2,1,5,1,0,1,1,0,1,90.46667,THREE BRIDGES,,Readington township,NJ,8887,3336,34019011202,11,1,3,1,4
539,3015412,34039,17,1,5,6,2,2,2,2,3,1,173.07692,SPRINGFIELD,,Springfield township,NJ,7081,3139,34039037500,8,4,4,2,1
540,3015431,34039,15,1,4,7,3,0,2,2,2,1,282.5,LINDEN,LINDEN CITY,Linden city,NJ,7036,3131,34039034800,8,4,4,3,1
541,3015434,34037,14,1,1,1,2,0,1,1,0,1,142.83333,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,1,1,2,4
542,3015450,36119,11,1,1,99,2,0,0,1,0,1,846.33333,YONKERS,YONKERS CITY,Yonkers city,NY,10703,2196,36119000803,4,1,9,2,6
543,3015456,9001,13,2,2,6,2,0,2,2,0,1,229.0,STRATFORD,STRATFORD CDP,Stratford town,CT,6614,2597,9001080800,6,2,4,2,2
544,3015550,34019,21,1,1,2,1,0,1,1,0,1,63.17143,WHITEHOUSE STATION,WHITE HOUSE STATION CDP,Readington township,NJ,8889,3336,34019011100,11,1,1,1,4
545,3015555,36061,11,2,5,5,0,1,2,1,2,1,409.0,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,167,36061018100,1,4,3,0,1
546,3015564,36027,18,1,7,3,1,5,1,1,5,1,122.2381,POUGHKEEPSIE,ARLINGTON CDP,Poughkeepsie town,NY,12603,2399,36027140300,5,4,2,1,3
547,3015584,34039,17,2,2,1,0,0,0,0,0,1,699.5,ELIZABETH,ELIZABETH CITY,Elizabeth city,NJ,7202,3126,34039031904,8,2,1,0,6
548,3015625,34003,15,1,4,5,2,2,1,2,2,1,365.25,FRANKLIN LAKES,FRANKLIN LAKES BOROUGH,Franklin Lakes borough,NJ,7417,2680,34003020100,7,4,3,2,3
549,3015638,34025,21,1,4,4,3,2,2,2,2,1,96.0625,MIDDLETOWN,,Middletown township,NJ,7748,3260,34025801100,10,4,2,3,1
550,3015672,34019,21,1,4,8,2,3,2,2,2,1,58.95652,ANNANDALE,,Clinton township,NJ,8801,3320,34019011002,11,4,4,2,1
551,3015677,34041,17,1,1,2,1,0,0,0,0,1,99.16667,WASHINGTON,,Washington township,NJ,7882,3362,34041031900,11,1,1,1,6
552,3015696,36061,11,2,3,6,2,2,2,2,1,1,409.0,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,168,36061018100,1,3,4,2,1
553,3015728,36081,12,2,1,2,0,0,0,1,0,1,903.0,WOODHAVEN,NEW YORK CITY,Queens borough,NY,11421,468,36081064101,2,1,1,0,6
554,3015785,9009,14,2,1,6,1,0,1,1,0,1,818.66667,EAST HAVEN,NEW HAVEN CITY,New Haven town,CT,6512,3423,9009142700,6,1,4,1,4
555,3015792,36103,16,1,1,3,1,0,1,1,0,1,293.75,CENTER MORICHES,CENTER MORICHES CDP,Brookhaven town,NY,11934,2074,36103159601,3,1,2,1,4
556,3015800,36005,7,2,1,3,0,0,0,1,0,1,283.66667,BRONX,NEW YORK CITY,Bronx borough,NY,10470,1013,36005045101,2,1,2,0,6
557,3015837,34041,17,1,1,99,2,0,1,1,0,1,191.88889,PHILLIPSBURG,PHILLIPSBURG TOWN,Phillipsburg town,NJ,8865,3359,34041030600,11,1,9,2,4
558,3015865,36085,17,2,1,3,1,0,1,1,0,1,206.0,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10305,1576,36085000600,2,1,2,1,4
559,3015890,36087,17,1,1,4,1,0,1,1,0,1,299.0,BLAUVELT,BLAUVELT CDP,Orangetown town,NY,10913,2298,36087013002,4,1,2,1,4
560,3015913,36103,17,1,1,4,1,0,0,1,0,1,185.28571,CENTEREACH,CENTEREACH CDP,Brookhaven town,NY,11720,2039,36103158511,3,1,2,1,6
561,3015926,36079,19,1,2,5,6,0,0,2,0,1,146.94118,BREWSTER,,Patterson town,NY,10509,2302,36079010200,4,2,3,3,6
562,3015929,34017,18,2,3,8,1,1,2,2,1,1,330.0,HOBOKEN,HOBOKEN CITY,Hoboken city,NJ,7030,2890,34017018302,8,3,4,1,1
563,3015959,36047,8,2,4,2,1,2,1,2,2,1,1353.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11223,1349,36047042400,2,4,1,1,3
564,3015975,34003,17,2,1,3,2,0,1,1,0,1,167.78571,RUTHERFORD,RUTHERFORD BOROUGH,Rutherford borough,NJ,7070,2716,34003051100,7,1,2,2,4
565,3016054,36119,11,1,4,6,3,0,4,3,0,1,1739.0,NEW ROCHELLE,NEW ROCHELLE CITY,New Rochelle city,NY,10805,2114,36119005901,4,4,4,3,2
566,3016071,34029,15,1,7,2,2,2,1,2,5,1,295.11111,LAKEWOOD,,Lakewood township,NJ,8701,3296,34029715700,10,4,1,2,3
567,3016079,36103,16,1,1,4,1,0,1,1,0,1,217.375,HUNTINGTON STATION,SOUTH HUNTINGTON CDP,Huntington town,NY,11746,1887,36103112002,3,1,2,1,4
568,3016080,34013,18,2,2,6,1,0,0,1,0,1,94.66667,LIVINGSTON,,Livingston township,NJ,7039,3106,34013020400,8,2,4,1,6
569,3016107,36005,7,2,2,2,1,1,1,1,0,1,225.09091,NEW YORK,NEW YORK CITY,Bronx borough,NY,10460,852,36005036501,2,2,1,1,4
570,3016110,34041,20,1,2,6,2,0,2,2,0,1,75.53571,BELVIDERE,,White township,NJ,7823,3363,34041031601,11,2,4,2,2
571,3016206,36061,10,2,2,6,0,0,2,2,0,1,137.77778,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10032,286,36061024700,1,2,4,0,2
572,3016293,9009,2,1,2,99,2,0,2,2,0,1,253.8,GUILFORD,,Guilford town,CT,6437,3519,9009190303,6,2,9,2,2
573,3016309,36103,16,1,2,2,1,0,0,1,0,1,244.125,NORTH BABYLON,NORTH BABYLON CDP,Babylon town,NY,11703,1903,36103122603,3,2,1,1,6
